Case,Inlet Velocity ,Density,Kinematic Viscosity ,Bifurcation Type,D1 (m),D2 (m),I (m),A1,A2,A3,Angle (X1),Angle (X2),Reynlods Number,Particle Density,Particle Diameter,D1/D2,I/D1,I/D2,SIx_1,SIy_1,SIz_1,Q1,SIx_2,SIy_2,SIz_2,Q2,Q1/Q2,V1,V2,,,,,,
524,0.3,1100,3.00E-06,2014,0.008,0.008,0.008,5.02656E-05,5.02656E-05,5.02656E-05,0,130,7.54E+02,1050,0.0006,0,1,0,-1.62E-06,1.70E-06,-4.03E-10,2.3425E-06,1.27E-05,-2.82E-08,-4.06E-09,1.27085E-05,0.184324938,0.046602435,0.252827618,,,,,,
525,0.3,1100,3.00E-06,2014,0.006,0.008,0.008,2.82744E-05,5.02656E-05,5.02656E-05,0,130,7.54E+02,1050,0.0006,0,1.333333333,0,-1.11E-06,1.25E-06,-4.25E-09,1.67167E-06,1.34E-05,-2.19E-08,4.24E-09,1.3376E-05,0.124974808,0.059122929,0.266106813,,,,,,
526,0.3,1100,3.00E-06,2014,0.004,0.008,0.008,1.25664E-05,5.02656E-05,5.02656E-05,0,130,7.54E+02,1050,0.0006,0,2,0,-4.99E-07,5.94E-07,1.22E-09,7.75405E-07,1.43E-05,-2.46E-08,-4.28E-09,1.4269E-05,0.054341882,0.061704665,0.283872505,,,,,,
527,0.3,1100,3.00E-06,2014,0.002,0.008,0.008,3.1416E-06,5.02656E-05,5.02656E-05,0,130,7.54E+02,1050,0.0006,0,4,0,-7.06E-08,8.43E-08,2.80E-10,1.09935E-07,1.49E-05,-1.87E-08,3.31E-09,1.4938E-05,0.007359396,0.034993233,0.297181614,,,,,,
528,0.3,1100,3.00E-06,2014,0.006,0.006,0.006,2.82744E-05,2.82744E-05,2.82744E-05,0,130,5.66E+02,1050,0.0006,0,1,0,-1.05E-06,1.19E-06,-3.79E-09,1.5857E-06,6.86E-06,-1.85E-08,1.96E-09,6.86325E-06,0.231042645,0.056082616,0.242737077,,,,,,
529,0.3,1100,3.00E-06,2014,0.004,0.006,0.006,1.25664E-05,2.82744E-05,2.82744E-05,0,130,5.66E+02,1050,0.0006,0,1.5,0,-5.48E-07,6.50E-07,1.21E-09,8.50329E-07,7.60E-06,-1.36E-08,-8.43E-10,7.59964E-06,0.111890628,0.067666853,0.268781731,,,,,,
530,0.3,1100,3.00E-06,2014,0.004,0.004,0.004,1.25664E-05,1.25664E-05,1.25664E-05,0,130,3.77E+02,1050,0.0006,0,1,0,-5.88E-07,6.99E-07,1.64E-11,9.13534E-07,2.82E-06,-7.13E-09,-2.30E-09,2.81809E-06,0.324167957,0.072696593,0.224255948,,,,,,
531,0.3,1100,3.00E-06,2014,0.004,0.004,0.004,1.25664E-05,1.25664E-05,1.25664E-05,0,150,3.77E+02,1050,0.0006,0,1,0,-5.88E-07,6.99E-07,1.64E-11,9.13534E-07,2.82E-06,-7.13E-09,-2.30E-09,2.81809E-06,0.324167957,0.072696593,0.224255948,,,,,,
532,0.3,1100,3.00E-06,2014,0.008,0.008,0.008,5.02656E-05,5.02656E-05,5.02656E-05,0,150,7.54E+02,1050,0.0006,0,1,0,-2.66E-06,1.36E-06,2.84E-08,2.98719E-06,1.21E-05,-1.97E-08,1.17E-09,1.20621E-05,0.247650701,0.059428148,0.239967615,,,,,,
533,0.3,1100,3.00E-06,2014,0.006,0.008,0.008,2.82744E-05,5.02656E-05,5.02656E-05,0,150,7.54E+02,1050,0.0006,0,1.333333333,0,-1.68E-06,9.14E-07,-1.12E-09,1.91116E-06,1.31E-05,-6.40E-09,2.82E-09,1.31375E-05,0.145473319,0.067593159,0.261361684,,,,,,
534,0.3,1100,3.00E-06,2014,0.004,0.008,0.008,1.25664E-05,5.02656E-05,5.02656E-05,0,150,7.54E+02,1050,0.0006,0,2,0,-7.44E-07,4.27E-07,1.67E-09,8.57858E-07,1.42E-05,-4.60E-09,-1.73E-09,1.4189E-05,0.060459391,0.068266039,0.282280543,,,,,,
535,0.3,1100,3.00E-06,2014,0.002,0.008,0.008,3.1416E-06,5.02656E-05,5.02656E-05,0,150,7.54E+02,1050,0.0006,0,4,0,-1.15E-07,6.63E-08,-1.04E-10,1.32651E-07,1.49E-05,4.65E-10,-1.76E-09,1.49142E-05,0.008894282,0.042224059,0.29670789,,,,,,
536,0.3,1100,3.00E-06,2014,0.006,0.006,0.006,2.82744E-05,2.82744E-05,2.82744E-05,0,150,5.66E+02,1050,0.0006,0,1,0,-1.68E-06,9.25E-07,2.73E-09,1.91671E-06,6.53E-06,-2.71E-08,3.39E-09,6.53057E-06,0.293498275,0.067789595,0.230971019,,,,,,
537,0.3,1100,3.00E-06,2014,0.004,0.006,0.006,1.25664E-05,2.82744E-05,2.82744E-05,0,150,5.66E+02,1050,0.0006,0,1.5,0,-8.09E-07,4.64E-07,8.87E-11,9.32808E-07,7.51E-06,-5.60E-09,1.12E-09,7.51315E-06,0.124156671,0.074230326,0.26572278,,,,,,
538,0.3,1100,3.00E-06,2014,0.004,0.004,0.004,1.25664E-05,1.25664E-05,1.25664E-05,0,150,3.77E+02,1050,0.0006,0,1,0,-9.13E-07,5.25E-07,1.13E-09,1.0526E-06,2.68E-06,-1.08E-08,-6.15E-10,2.68055E-06,0.392681169,0.083763226,0.213311033,,,,,,
539,0.36,1100,3.00E-06,2014,0.008,0.008,0.008,5.02656E-05,5.02656E-05,5.02656E-05,0,90,9.05E+02,1050,0.0006,0,1,0,-2.29E-07,2.30E-06,-1.60E-08,2.31472E-06,1.58E-05,-3.92E-08,1.53E-10,1.57547E-05,0.146921743,0.046049687,0.313430034,,,,,,
540,0.36,1100,3.00E-06,2014,0.006,0.008,0.008,2.82744E-05,5.02656E-05,5.02656E-05,0,90,9.05E+02,1050,0.0006,0,1.333333333,0,-8.78E-08,1.79E-06,-1.02E-09,1.79479E-06,1.63E-05,-3.20E-08,-4.55E-09,1.62658E-05,0.110341105,0.063477558,0.32359769,,,,,,
541,0.36,1100,3.00E-06,2014,0.004,0.008,0.008,1.25664E-05,5.02656E-05,5.02656E-05,0,90,9.05E+02,1050,0.0006,0,2,0,-4.49E-10,8.78E-07,6.79E-10,8.77937E-07,1.72E-05,-1.23E-08,3.93E-09,1.71783E-05,0.051107335,0.069863873,0.341750717,,,,,,
542,0.36,1100,3.00E-06,2014,0.002,0.008,0.008,3.1416E-06,5.02656E-05,5.02656E-05,0,90,9.05E+02,1050,0.0006,0,4,0,4.63E-11,1.20E-07,-1.07E-10,1.20267E-07,1.79E-05,-4.75E-09,7.87E-10,1.79339E-05,0.006706129,0.038282104,0.356782783,,,,,,
543,0.36,1100,3.00E-06,2014,0.006,0.006,0.006,2.82744E-05,2.82744E-05,2.82744E-05,0,90,6.79E+02,1050,0.0006,0,1,0,-6.65E-08,1.66E-06,2.47E-09,1.6616E-06,8.48E-06,-2.08E-08,-1.03E-09,8.47748E-06,0.196001162,0.058766766,0.29982866,,,,,,
544,0.36,1100,3.00E-06,2014,0.004,0.006,0.006,1.25664E-05,2.82744E-05,2.82744E-05,0,90,6.79E+02,1050,0.0006,0,1.5,0,-1.43E-09,9.76E-07,-5.35E-10,9.76326E-07,9.16E-06,-1.74E-08,-2.58E-09,9.16071E-06,0.106577606,0.077693389,0.323992969,,,,,,
545,0.36,1100,3.00E-06,2014,0.004,0.004,0.004,1.25664E-05,1.25664E-05,1.25664E-05,0,90,4.53E+02,1050,0.0006,0,1,0,-3.79E-09,9.96E-07,8.46E-10,9.95631E-07,3.48E-06,-8.29E-09,2.10E-10,3.48287E-06,0.285864994,0.079229578,0.27715733,,,,,,
546,0.36,1100,3.00E-06,2014,0.008,0.008,0.008,5.02656E-05,5.02656E-05,5.02656E-05,0,70,9.05E+02,1050,0.0006,0,1,0,5.95E-07,2.32E-06,6.16E-09,2.39258E-06,1.57E-05,-4.19E-08,7.00E-10,1.56752E-05,0.152634865,0.047598663,0.311846593,,,,,,
547,0.36,1100,3.00E-06,2014,0.006,0.008,0.008,2.82744E-05,5.02656E-05,5.02656E-05,0,70,9.05E+02,1050,0.0006,0,1.333333333,0,5.56E-07,1.85E-06,-6.82E-11,1.92818E-06,1.61E-05,-3.83E-08,7.21E-10,1.61319E-05,0.119525607,0.068195278,0.320934106,,,,,,
548,0.36,1100,3.00E-06,2014,0.004,0.008,0.008,1.25664E-05,5.02656E-05,5.02656E-05,0,70,9.05E+02,1050,0.0006,0,2,0,3.26E-07,9.05E-07,3.21E-11,9.6164E-07,1.71E-05,-1.36E-08,3.79E-09,1.70956E-05,0.056250737,0.076524734,0.340105476,,,,,,
549,0.36,1100,3.00E-06,2014,0.002,0.008,0.008,3.1416E-06,5.02656E-05,5.02656E-05,0,70,9.05E+02,1050,0.0006,0,4,0,4.21E-08,1.17E-07,-5.46E-11,1.24147E-07,1.79E-05,-1.02E-08,-1.30E-10,1.79317E-05,0.006923328,0.039517145,0.356739061,,,,,,
550,0.36,1100,3.00E-06,2014,0.006,0.006,0.006,2.82744E-05,2.82744E-05,2.82744E-05,0,70,6.79E+02,1050,0.0006,0,1,0,5.30E-07,1.67E-06,1.51E-09,1.75449E-06,8.39E-06,-2.68E-08,4.64E-09,8.38569E-06,0.209224316,0.062052285,0.29658257,,,,,,
551,0.36,1100,3.00E-06,2014,0.004,0.006,0.006,1.25664E-05,2.82744E-05,2.82744E-05,0,70,6.79E+02,1050,0.0006,0,1.5,0,3.52E-07,9.79E-07,5.67E-10,1.04025E-06,9.10E-06,-1.54E-08,-6.01E-09,9.09822E-06,0.114335816,0.082780417,0.321782779,,,,,,
552,0.36,1100,3.00E-06,2014,0.004,0.004,0.004,1.25664E-05,1.25664E-05,1.25664E-05,0,70,4.53E+02,1050,0.0006,0,1,0,3.58E-07,9.89E-07,6.82E-10,1.0516E-06,3.43E-06,-8.82E-09,1.18E-10,3.42855E-06,0.306717318,0.083683161,0.272834809,,,,,,
553,0.36,1100,3.00E-06,2014,0.008,0.008,0.008,5.02656E-05,5.02656E-05,5.02656E-05,0,50,9.05E+02,1050,0.0006,0,1,0,1.50E-06,2.16E-06,-1.62E-08,2.62822E-06,1.54E-05,-5.54E-08,2.19E-09,1.54394E-05,0.170228385,0.052286735,0.30715638,,,,,,
554,0.36,1100,3.00E-06,2014,0.006,0.008,0.008,2.82744E-05,5.02656E-05,5.02656E-05,0,50,9.05E+02,1050,0.0006,0,1.333333333,0,1.34E-06,1.77E-06,1.48E-09,2.22014E-06,1.58E-05,-3.95E-08,2.33E-10,1.58377E-05,0.140180125,0.078521124,0.315081271,,,,,,
555,0.36,1100,3.00E-06,2014,0.004,0.008,0.008,1.25664E-05,5.02656E-05,5.02656E-05,0,50,9.05E+02,1050,0.0006,0,2,0,7.39E-07,8.96E-07,1.17E-09,1.16161E-06,1.69E-05,-1.80E-08,-2.06E-09,1.68957E-05,0.068751897,0.092437937,0.336128679,,,,,,
556,0.36,1100,3.00E-06,2014,0.002,0.008,0.008,3.1416E-06,5.02656E-05,5.02656E-05,0,50,9.05E+02,1050,0.0006,0,4,0,8.54E-08,1.02E-07,-1.11E-10,1.33239E-07,1.79E-05,-4.79E-09,-1.96E-09,1.79223E-05,0.00743423,0.042411034,0.356552011,,,,,,
557,0.36,1100,3.00E-06,2014,0.006,0.006,0.006,2.82744E-05,2.82744E-05,2.82744E-05,0,50,6.79E+02,1050,0.0006,0,1,0,1.18E-06,1.55E-06,-3.83E-09,1.95098E-06,8.19E-06,-2.52E-08,4.73E-10,8.18907E-06,0.238242236,0.069001713,0.289628381,,,,,,
558,0.36,1100,3.00E-06,2014,0.004,0.006,0.006,1.25664E-05,2.82744E-05,2.82744E-05,0,50,6.79E+02,1050,0.0006,0,1.5,0,7.62E-07,9.21E-07,1.26E-09,1.19544E-06,8.94E-06,-1.48E-08,4.62E-09,8.9435E-06,0.133665339,0.095129585,0.316310989,,,,,,
559,0.36,1100,3.00E-06,2014,0.004,0.004,0.004,1.25664E-05,1.25664E-05,1.25664E-05,0,50,4.53E+02,1050,0.0006,0,1,0,7.53E-07,9.07E-07,-3.10E-09,1.17913E-06,3.30E-06,-9.98E-09,3.57E-09,3.30064E-06,0.357242658,0.093831832,0.262655733,,,,,,
560,0.36,1100,3.00E-06,2014,0.008,0.008,0.008,5.02656E-05,5.02656E-05,5.02656E-05,0,110,9.05E+02,1050,0.0006,0,1,0,-1.00E-06,2.12E-06,1.54E-08,2.34842E-06,1.57E-05,-3.77E-08,4.58E-09,1.57159E-05,0.149429308,0.04672028,0.312658077,,,,,,
561,0.36,1100,3.00E-06,2014,0.006,0.008,0.008,2.82744E-05,5.02656E-05,5.02656E-05,0,110,9.05E+02,1050,0.0006,0,1.333333333,0,-6.83E-07,1.63E-06,-9.50E-10,1.7699E-06,1.63E-05,-3.00E-08,9.15E-09,1.62871E-05,0.108668415,0.062597142,0.324021403,,,,,,
562,0.36,1100,3.00E-06,2014,0.004,0.008,0.008,1.25664E-05,5.02656E-05,5.02656E-05,0,110,9.05E+02,1050,0.0006,0,2,0,-2.95E-07,8.07E-07,-4.69E-10,8.59026E-07,1.72E-05,-1.85E-08,1.78E-09,1.71988E-05,0.049946813,0.068358937,0.342158654,,,,,,
563,0.36,1100,3.00E-06,2014,0.002,0.008,0.008,3.1416E-06,5.02656E-05,5.02656E-05,0,110,9.05E+02,1050,0.0006,0,4,0,-4.25E-08,1.16E-07,2.09E-10,1.23787E-07,1.79E-05,9.08E-09,-3.07E-09,1.79329E-05,0.006902813,0.039402684,0.356762927,,,,,,
564,0.36,1100,3.00E-06,2014,0.006,0.006,0.006,2.82744E-05,2.82744E-05,2.82744E-05,0,110,6.79E+02,1050,0.0006,0,1,0,-6.17E-07,1.53E-06,5.63E-09,1.64834E-06,8.49E-06,-2.44E-08,-3.53E-09,8.48992E-06,0.1941523,0.058297849,0.300268649,,,,,,
565,0.36,1100,3.00E-06,2014,0.004,0.006,0.006,1.25664E-05,2.82744E-05,2.82744E-05,0,110,6.79E+02,1050,0.0006,0,1.5,0,-3.27E-07,8.92E-07,5.75E-10,9.50497E-07,9.19E-06,-8.34E-09,5.23E-09,9.18751E-06,0.103455376,0.075637956,0.324940769,,,,,,
566,0.36,1100,3.00E-06,2014,0.004,0.004,0.004,1.25664E-05,1.25664E-05,1.25664E-05,0,110,4.53E+02,1050,0.0006,0,1,0,-3.41E-07,9.30E-07,-9.37E-10,9.90818E-07,3.49E-06,-6.54E-09,6.80E-10,3.48749E-06,0.284106538,0.078846577,0.277524685,,,,,,
567,0.36,1100,3.00E-06,2014,0.004,0.004,0.004,1.25664E-05,1.25664E-05,1.25664E-05,0,130,4.53E+02,1050,0.0006,0,1,0,-3.41E-07,9.30E-07,-9.37E-10,9.90818E-07,3.49E-06,-6.54E-09,6.80E-10,3.48749E-06,0.284106538,0.078846577,0.277524685,,,,,,
568,0.36,1100,3.00E-06,2014,0.008,0.008,0.008,5.02656E-05,5.02656E-05,5.02656E-05,0,130,9.05E+02,1050,0.0006,0,1,0,-1.80E-06,1.87E-06,1.12E-08,2.59656E-06,1.55E-05,-2.69E-08,-3.71E-09,1.54648E-05,0.167901245,0.051656862,0.307662174,,,,,,
569,0.36,1100,3.00E-06,2014,0.006,0.008,0.008,2.82744E-05,5.02656E-05,5.02656E-05,0,130,9.05E+02,1050,0.0006,0,1.333333333,0,-1.27E-06,1.40E-06,-5.11E-09,1.89077E-06,1.62E-05,-2.45E-08,5.84E-09,1.61663E-05,0.116957155,0.066872038,0.321617959,,,,,,
570,0.36,1100,3.00E-06,2014,0.004,0.008,0.008,1.25664E-05,5.02656E-05,5.02656E-05,0,130,9.05E+02,1050,0.0006,0,2,0,-5.80E-07,6.89E-07,1.22E-09,9.00766E-07,1.72E-05,-2.74E-08,-5.38E-09,1.71523E-05,0.052515697,0.071680527,0.341233821,,,,,,
571,0.36,1100,3.00E-06,2014,0.002,0.008,0.008,3.1416E-06,5.02656E-05,5.02656E-05,0,130,9.05E+02,1050,0.0006,0,4,0,-8.64E-08,1.03E-07,3.02E-10,1.34546E-07,1.79E-05,-2.25E-08,3.62E-09,1.79225E-05,0.007507119,0.042827366,0.356556262,,,,,,
572,0.36,1100,3.00E-06,2014,0.006,0.006,0.006,2.82744E-05,2.82744E-05,2.82744E-05,0,130,6.79E+02,1050,0.0006,0,1,0,-1.18E-06,1.32E-06,-4.04E-09,1.77663E-06,8.36E-06,-1.96E-08,3.44E-09,8.36211E-06,0.212461287,0.062835125,0.295748584,,,,,,
573,0.36,1100,3.00E-06,2014,0.004,0.006,0.006,1.25664E-05,2.82744E-05,2.82744E-05,0,130,6.79E+02,1050,0.0006,0,1.5,0,-6.29E-07,7.45E-07,8.56E-10,9.74546E-07,9.16E-06,-1.53E-08,-2.68E-11,9.16494E-06,0.106334128,0.07755174,0.324142783,,,,,,
574,0.36,1100,3.00E-06,2014,0.004,0.004,0.004,1.25664E-05,1.25664E-05,1.25664E-05,0,130,4.53E+02,1050,0.0006,0,1,0,-6.58E-07,7.80E-07,-2.66E-10,1.02004E-06,3.46E-06,-9.44E-09,-2.72E-09,3.45769E-06,0.295004773,0.081171714,0.2751539,,,,,,
575,0.36,1100,3.00E-06,2014,0.004,0.004,0.004,1.25664E-05,1.25664E-05,1.25664E-05,0,150,4.53E+02,1050,0.0006,0,1,0,-6.58E-07,7.80E-07,-2.66E-10,1.02004E-06,3.46E-06,-9.44E-09,-2.72E-09,3.45769E-06,0.295004773,0.081171714,0.2751539,,,,,,
576,0.36,1100,3.00E-06,2014,0.008,0.008,0.008,5.02656E-05,5.02656E-05,5.02656E-05,0,150,9.05E+02,1050,0.0006,0,1,0,-2.99E-06,1.50E-06,5.49E-08,3.34952E-06,1.47E-05,-1.73E-08,1.73E-09,1.47104E-05,0.227697587,0.066636525,0.29265363,,,,,,
577,0.36,1100,3.00E-06,2014,0.006,0.008,0.008,2.82744E-05,5.02656E-05,5.02656E-05,0,150,9.05E+02,1050,0.0006,0,1.333333333,0,-1.91E-06,1.03E-06,-2.17E-10,2.17259E-06,1.59E-05,-4.25E-09,2.32E-09,1.58854E-05,0.136766228,0.076839344,0.316029267,,,,,,
578,0.36,1100,3.00E-06,2014,0.004,0.008,0.008,1.25664E-05,5.02656E-05,5.02656E-05,0,150,9.05E+02,1050,0.0006,0,2,0,-8.58E-07,4.91E-07,1.88E-09,9.88032E-07,1.71E-05,-3.61E-09,-9.20E-10,1.70679E-05,0.057888295,0.078624877,0.339554296,,,,,,
579,0.36,1100,3.00E-06,2014,0.002,0.008,0.008,3.1416E-06,5.02656E-05,5.02656E-05,0,150,9.05E+02,1050,0.0006,0,4,0,-1.39E-07,8.03E-08,-1.07E-10,1.6081E-07,1.79E-05,8.85E-10,-2.43E-09,1.7895E-05,0.008986296,0.051187221,0.356008885,,,,,,
580,0.36,1100,3.00E-06,2014,0.006,0.006,0.006,2.82744E-05,2.82744E-05,2.82744E-05,0,150,6.79E+02,1050,0.0006,0,1,0,-1.90E-06,1.04E-06,3.58E-09,2.16838E-06,7.97E-06,-2.83E-08,4.07E-09,7.96798E-06,0.27213723,0.076690729,0.281809031,,,,,,
581,0.36,1100,3.00E-06,2014,0.004,0.006,0.006,1.25664E-05,2.82744E-05,2.82744E-05,0,150,6.79E+02,1050,0.0006,0,1.5,0,-9.27E-07,5.30E-07,-1.74E-10,1.06791E-06,9.07E-06,-5.11E-09,1.52E-09,9.06684E-06,0.117781761,0.084981265,0.320673173,,,,,,
582,0.36,1100,3.00E-06,2014,0.004,0.004,0.004,1.25664E-05,1.25664E-05,1.25664E-05,0,150,4.53E+02,1050,0.0006,0,1,0,-1.03E-06,5.90E-07,1.96E-09,1.18615E-06,3.29E-06,-1.35E-08,-8.21E-10,3.29327E-06,0.360175581,0.094390972,0.262069326,,,,,,
583,0.212,1100,3.00E-06,2014,0.008,0.008,0.008,5.02656E-05,5.02656E-05,5.02656E-05,0,90,5.33E+02,1100,0.0006,0,1,0,-1.22E-07,1.74E-06,1.01E-09,1.74561E-06,8.89E-06,-3.07E-08,3.54E-09,8.89335E-06,0.196282182,0.034727665,0.176927239,,,,,,
584,0.212,1100,3.00E-06,2014,0.006,0.008,0.008,2.82744E-05,5.02656E-05,5.02656E-05,0,90,5.33E+02,1100,0.0006,0,1.333333333,0,-2.59E-08,1.26E-06,1.56E-09,1.2597E-06,9.38E-06,-2.60E-08,-2.35E-10,9.37588E-06,0.1343551,0.044552555,0.186526691,,,,,,
585,0.212,1100,3.00E-06,2014,0.004,0.008,0.008,1.25664E-05,5.02656E-05,5.02656E-05,0,90,5.33E+02,1100,0.0006,0,2,0,1.15E-09,5.58E-07,5.71E-10,5.58452E-07,1.01E-05,-1.07E-08,2.80E-09,1.00754E-05,0.055427292,0.044440132,0.200443367,,,,,,
586,0.212,1100,3.00E-06,2014,0.002,0.008,0.008,3.1416E-06,5.02656E-05,5.02656E-05,0,90,5.33E+02,1100,0.0006,0,4,0,1.07E-10,6.55E-08,-1.36E-10,6.54806E-08,1.06E-05,-1.03E-09,-1.02E-09,1.0567E-05,0.006196709,0.020843083,0.210223296,,,,,,
587,0.212,1100,3.00E-06,2014,0.006,0.006,0.006,2.82744E-05,2.82744E-05,2.82744E-05,0,90,4.00E+02,1100,0.0006,0,1,0,-1.82E-08,1.21E-06,1.91E-09,1.21422E-06,4.76E-06,-1.86E-08,-2.29E-09,4.75656E-06,0.255272428,0.04294407,0.168228391,,,,,,
588,0.212,1100,3.00E-06,2014,0.004,0.006,0.006,1.25664E-05,2.82744E-05,2.82744E-05,0,90,4.00E+02,1100,0.0006,0,1.5,0,1.09E-09,6.49E-07,-3.83E-10,6.49304E-07,5.32E-06,-1.11E-08,-3.01E-09,5.32103E-06,0.12202595,0.051669852,0.188192584,,,,,,
589,0.212,1100,3.00E-06,2014,0.004,0.004,0.004,1.25664E-05,1.25664E-05,1.25664E-05,0,90,2.67E+02,1100,0.0006,0,1,0,-1.76E-09,7.35E-07,3.02E-10,7.35396E-07,1.90E-06,-3.70E-09,7.31E-11,1.90227E-06,0.386588007,0.05852083,0.151377769,,,,,,
590,0.212,1100,3.00E-06,2014,0.008,0.008,0.008,5.02656E-05,5.02656E-05,5.02656E-05,0,70,5.33E+02,1100,0.0006,0,1,0,4.98E-07,1.76E-06,1.06E-09,1.83325E-06,8.81E-06,-3.69E-08,-1.87E-09,8.80561E-06,0.208191369,0.036471294,0.175181584,,,,,,
591,0.212,1100,3.00E-06,2014,0.006,0.008,0.008,2.82744E-05,5.02656E-05,5.02656E-05,0,70,5.33E+02,1100,0.0006,0,1.333333333,0,4.30E-07,1.29E-06,-1.12E-09,1.35549E-06,9.28E-06,-2.98E-08,1.93E-10,9.27902E-06,0.146081598,0.047940673,0.184599766,,,,,,
592,0.212,1100,3.00E-06,2014,0.004,0.008,0.008,1.25664E-05,5.02656E-05,5.02656E-05,0,70,5.33E+02,1100,0.0006,0,2,0,2.05E-07,5.62E-07,2.41E-10,5.98705E-07,1.00E-05,-5.58E-09,-4.93E-10,1.00355E-05,0.059658717,0.047643331,0.199649493,,,,,,
593,0.212,1100,3.00E-06,2014,0.002,0.008,0.008,3.1416E-06,5.02656E-05,5.02656E-05,0,70,5.33E+02,1100,0.0006,0,4,0,2.23E-08,6.24E-08,-5.57E-11,6.62536E-08,1.06E-05,-6.61E-09,1.10E-09,1.05673E-05,0.006269683,0.021089139,0.210229304,,,,,,
594,0.212,1100,3.00E-06,2014,0.006,0.006,0.006,2.82744E-05,2.82744E-05,2.82744E-05,0,70,4.00E+02,1100,0.0006,0,1,0,4.19E-07,1.22E-06,7.99E-10,1.28571E-06,4.69E-06,-2.18E-08,3.73E-09,4.68564E-06,0.27439401,0.04547266,0.16572031,,,,,,
595,0.212,1100,3.00E-06,2014,0.004,0.006,0.006,1.25664E-05,2.82744E-05,2.82744E-05,0,70,4.00E+02,1100,0.0006,0,1.5,0,2.35E-07,6.45E-07,1.85E-10,6.86731E-07,5.28E-06,-9.49E-09,-5.04E-09,5.28422E-06,0.129958737,0.054648163,0.186890648,,,,,,
596,0.212,1100,3.00E-06,2014,0.004,0.004,0.004,1.25664E-05,1.25664E-05,1.25664E-05,0,70,2.67E+02,1100,0.0006,0,1,0,2.64E-07,7.26E-07,-2.73E-11,7.72962E-07,1.87E-06,-3.71E-09,-5.52E-10,1.86589E-06,0.414258494,0.061510245,0.148482761,,,,,,
597,0.212,1100,3.00E-06,2014,0.008,0.008,0.008,5.02656E-05,5.02656E-05,5.02656E-05,0,50,5.33E+02,1100,0.0006,0,1,0,1.19E-06,1.66E-06,-5.02E-10,2.04555E-06,8.59E-06,-4.46E-08,-2.49E-09,8.59428E-06,0.238013068,0.04069483,0.170977291,,,,,,
598,0.212,1100,3.00E-06,2014,0.006,0.008,0.008,2.82744E-05,5.02656E-05,5.02656E-05,0,50,5.33E+02,1100,0.0006,0,1.333333333,0,9.60E-07,1.22E-06,1.39E-10,1.55179E-06,9.08E-06,-3.24E-08,2.74E-09,9.08158E-06,0.170872689,0.054883347,0.180671838,,,,,,
599,0.212,1100,3.00E-06,2014,0.004,0.008,0.008,1.25664E-05,5.02656E-05,5.02656E-05,0,50,5.33E+02,1100,0.0006,0,2,0,4.45E-07,5.33E-07,2.70E-10,6.94548E-07,9.94E-06,-1.36E-08,1.09E-09,9.93987E-06,0.069874922,0.055270212,0.197746954,,,,,,
600,0.212,1100,3.00E-06,2014,0.002,0.008,0.008,3.1416E-06,5.02656E-05,5.02656E-05,0,50,5.33E+02,1100,0.0006,0,4,0,4.44E-08,5.32E-08,2.42E-11,6.92838E-08,1.06E-05,-5.66E-09,-2.61E-09,1.05638E-05,0.006558604,0.022053665,0.210159669,,,,,,
601,0.212,1100,3.00E-06,2014,0.006,0.006,0.006,2.82744E-05,2.82744E-05,2.82744E-05,0,50,4.00E+02,1100,0.0006,0,1,0,8.94E-07,1.12E-06,6.97E-10,1.43328E-06,4.54E-06,-1.93E-08,-6.73E-10,4.53773E-06,0.315857438,0.050691655,0.160489034,,,,,,
602,0.212,1100,3.00E-06,2014,0.004,0.006,0.006,1.25664E-05,2.82744E-05,2.82744E-05,0,50,4.00E+02,1100,0.0006,0,1.5,0,4.95E-07,5.91E-07,6.96E-10,7.71412E-07,5.20E-06,-1.41E-08,1.85E-09,5.20035E-06,0.148338557,0.061386901,0.183924311,,,,,,
603,0.212,1100,3.00E-06,2014,0.004,0.004,0.004,1.25664E-05,1.25664E-05,1.25664E-05,0,50,2.67E+02,1100,0.0006,0,1,0,5.46E-07,6.52E-07,-1.54E-09,8.5057E-07,1.79E-06,-4.42E-09,1.76E-09,1.78783E-06,0.475756458,0.067686045,0.142270366,,,,,,
604,0.212,1100,3.00E-06,2014,0.008,0.008,0.008,5.02656E-05,5.02656E-05,5.02656E-05,0,110,5.33E+02,1100,0.0006,0,1,0,-7.01E-07,1.61E-06,6.14E-10,1.75386E-06,8.88E-06,-3.28E-08,2.90E-09,8.88235E-06,0.197453986,0.034891767,0.176708346,,,,,,
605,0.212,1100,3.00E-06,2014,0.006,0.008,0.008,2.82744E-05,5.02656E-05,5.02656E-05,0,110,5.33E+02,1100,0.0006,0,1.333333333,0,-4.45E-07,1.15E-06,-1.43E-09,1.23712E-06,9.40E-06,-2.20E-08,7.98E-09,9.39567E-06,0.131669486,0.043754171,0.186920463,,,,,,
606,0.212,1100,3.00E-06,2014,0.004,0.008,0.008,1.25664E-05,5.02656E-05,5.02656E-05,0,110,5.33E+02,1100,0.0006,0,2,0,-1.89E-07,5.19E-07,-4.72E-10,5.51953E-07,1.01E-05,-1.32E-08,7.73E-10,1.0083E-05,0.054740853,0.043922882,0.200594615,,,,,,
