Case,Inlet Velocity ,Density,Kinematic Viscosity ,Bifurcation Type,D1 (m),D2 (m),I (m),A1,A2,A3,Angle (X1),Angle (X2),Reynlods Number,Particle Density,Particle Diameter,D1/D2,I/D1,I/D2,SIx_1,SIy_1,SIz_1,Q1,SIx_2,SIy_2,SIz_2,Q2,Q1/Q2,V1,V2,,,,,,
441,0.36,1100,3.00E-06,1014,0.008,0.008,0.008,5.02656E-05,5.02656E-05,5.02656E-05,130,0,9.05E+02,1150,0.0006,1,1,1,3.67E-06,8.23E-06,-9.93E-09,9.00681E-06,3.67E-06,-8.29E-06,3.56E-08,9.06239E-06,0.993866534,0.179184331,0.180290134,,,,,,
442,0.36,1100,3.00E-06,1014,0.006,0.008,0.008,2.82744E-05,5.02656E-05,5.02656E-05,130,0,9.05E+02,1150,0.0006,0.75,1.333333333,1,2.48E-06,5.32E-06,-5.59E-09,5.87188E-06,5.03E-06,-1.11E-05,2.25E-08,1.22003E-05,0.481288354,0.20767485,0.242717494,,,,,,
443,0.36,1100,3.00E-06,1014,0.004,0.008,0.008,1.25664E-05,5.02656E-05,5.02656E-05,130,0,9.05E+02,1150,0.0006,0.5,2,1,1.01E-06,2.19E-06,1.44E-08,2.41511E-06,6.47E-06,-1.42E-05,-5.31E-09,1.56397E-05,0.154421242,0.192187667,0.311141888,,,,,,
444,0.36,1100,3.00E-06,1014,0.002,0.008,0.008,3.1416E-06,5.02656E-05,5.02656E-05,130,0,9.05E+02,1150,0.0006,0.25,4,1,1.57E-07,3.32E-07,-2.89E-09,3.67439E-07,7.40E-06,-1.61E-05,-2.62E-08,1.76944E-05,0.02076582,0.116959043,0.352017893,,,,,,
445,0.36,1100,3.00E-06,1014,0.008,0.006,0.008,5.02656E-05,2.82744E-05,5.02656E-05,130,0,9.05E+02,1150,0.0006,1.333333333,1,1.333333333,4.99E-06,1.11E-05,-1.39E-08,1.21491E-05,2.50E-06,-5.36E-06,-6.44E-09,5.9165E-06,2.053429206,0.241698208,0.209252747,,,,,,
446,0.36,1100,3.00E-06,1014,0.008,0.004,0.008,5.02656E-05,1.25664E-05,5.02656E-05,130,0,9.05E+02,1150,0.0006,2,1,2,6.50E-06,1.43E-05,1.97E-08,1.56634E-05,9.92E-07,-2.18E-06,-1.45E-08,2.39402E-06,6.54269771,0.311612238,0.19050994,,,,,,
447,0.36,1100,3.00E-06,1014,0.008,0.002,0.008,5.02656E-05,3.1416E-06,5.02656E-05,130,0,9.05E+02,1150,0.0006,4,1,4,7.38E-06,1.61E-05,7.73E-09,1.7682E-05,1.60E-07,-3.40E-07,2.90E-09,3.75918E-07,47.03689712,0.351771517,0.119658069,,,,,,
448,0.36,1100,3.00E-06,1014,0.004,0.006,0.006,1.25664E-05,2.82744E-05,2.82744E-05,130,0,6.79E+02,1150,0.0006,0.666666667,1.5,1,1.09E-06,2.33E-06,7.42E-09,2.57298E-06,3.18E-06,-6.87E-06,-1.34E-08,7.56874E-06,0.339948446,0.204750914,0.267688844,,,,,,
449,0.36,1100,3.00E-06,1014,0.002,0.004,0.004,3.1416E-06,1.25664E-05,1.25664E-05,130,0,4.53E+02,1150,0.0006,0.5,2,1,2.18E-07,4.65E-07,4.06E-09,5.13165E-07,1.71E-06,-3.59E-06,4.75E-09,3.97116E-06,0.129222987,0.163345094,0.316014002,,,,,,
450,0.36,1100,3.00E-06,1014,0.002,0.0015,0.002,3.1416E-06,1.76715E-06,3.1416E-06,130,0,2.26E+02,1150,0.0006,1.333333333,1,1.333333333,3.38E-07,7.31E-07,-1.65E-09,8.05352E-07,1.31E-07,-2.79E-07,-1.18E-10,3.08741E-07,2.608503107,0.256350986,0.174711345,,,,,,
451,0.212,1100,3.00E-06,2014,0.008,0.008,0.008,5.02656E-05,5.02656E-05,5.02656E-05,0,90,5.33E+02,1050,0.0006,0,1,0,-1.22E-07,1.74E-06,1.01E-09,1.74561E-06,8.89E-06,-3.07E-08,3.54E-09,8.89335E-06,0.196282182,0.034727665,0.176927239,,,,,,
452,0.212,1100,3.00E-06,2014,0.006,0.008,0.008,2.82744E-05,5.02656E-05,5.02656E-05,0,90,5.33E+02,1050,0.0006,0,1.333333333,0,-2.59E-08,1.26E-06,1.56E-09,1.2597E-06,9.38E-06,-2.60E-08,-2.35E-10,9.37588E-06,0.1343551,0.044552555,0.186526691,,,,,,
453,0.212,1100,3.00E-06,2014,0.004,0.008,0.008,1.25664E-05,5.02656E-05,5.02656E-05,0,90,5.33E+02,1050,0.0006,0,2,0,1.15E-09,5.58E-07,5.71E-10,5.58452E-07,1.01E-05,-1.07E-08,2.80E-09,1.00754E-05,0.055427292,0.044440132,0.200443367,,,,,,
454,0.212,1100,3.00E-06,2014,0.002,0.008,0.008,3.1416E-06,5.02656E-05,5.02656E-05,0,90,5.33E+02,1050,0.0006,0,4,0,1.07E-10,6.55E-08,-1.36E-10,6.54806E-08,1.06E-05,-1.03E-09,-1.02E-09,1.0567E-05,0.006196709,0.020843083,0.210223296,,,,,,
455,0.212,1100,3.00E-06,2014,0.006,0.006,0.006,2.82744E-05,2.82744E-05,2.82744E-05,0,90,4.00E+02,1050,0.0006,0,1,0,-1.82E-08,1.21E-06,1.91E-09,1.21422E-06,4.76E-06,-1.86E-08,-2.29E-09,4.75656E-06,0.255272428,0.04294407,0.168228391,,,,,,
456,0.212,1100,3.00E-06,2014,0.004,0.006,0.006,1.25664E-05,2.82744E-05,2.82744E-05,0,90,4.00E+02,1050,0.0006,0,1.5,0,1.09E-09,6.49E-07,-3.83E-10,6.49304E-07,5.32E-06,-1.11E-08,-3.01E-09,5.32103E-06,0.12202595,0.051669852,0.188192584,,,,,,
457,0.212,1100,3.00E-06,2014,0.004,0.004,0.004,1.25664E-05,1.25664E-05,1.25664E-05,0,90,2.67E+02,1050,0.0006,0,1,0,-1.76E-09,7.35E-07,3.02E-10,7.35396E-07,1.90E-06,-3.70E-09,7.31E-11,1.90227E-06,0.386588007,0.05852083,0.151377769,,,,,,
458,0.212,1100,3.00E-06,2014,0.008,0.008,0.008,5.02656E-05,5.02656E-05,5.02656E-05,0,70,5.33E+02,1050,0.0006,0,1,0,4.98E-07,1.76E-06,1.06E-09,1.83325E-06,8.81E-06,-3.69E-08,-1.87E-09,8.80561E-06,0.208191369,0.036471294,0.175181584,,,,,,
459,0.212,1100,3.00E-06,2014,0.006,0.008,0.008,2.82744E-05,5.02656E-05,5.02656E-05,0,70,5.33E+02,1050,0.0006,0,1.333333333,0,4.30E-07,1.29E-06,-1.12E-09,1.35549E-06,9.28E-06,-2.98E-08,1.93E-10,9.27902E-06,0.146081598,0.047940673,0.184599766,,,,,,
460,0.212,1100,3.00E-06,2014,0.004,0.008,0.008,1.25664E-05,5.02656E-05,5.02656E-05,0,70,5.33E+02,1050,0.0006,0,2,0,2.05E-07,5.62E-07,2.41E-10,5.98705E-07,1.00E-05,-5.58E-09,-4.93E-10,1.00355E-05,0.059658717,0.047643331,0.199649493,,,,,,
461,0.212,1100,3.00E-06,2014,0.002,0.008,0.008,3.1416E-06,5.02656E-05,5.02656E-05,0,70,5.33E+02,1050,0.0006,0,4,0,2.23E-08,6.24E-08,-5.57E-11,6.62536E-08,1.06E-05,-6.61E-09,1.10E-09,1.05673E-05,0.006269683,0.021089139,0.210229304,,,,,,
462,0.212,1100,3.00E-06,2014,0.006,0.006,0.006,2.82744E-05,2.82744E-05,2.82744E-05,0,70,4.00E+02,1050,0.0006,0,1,0,4.19E-07,1.22E-06,7.99E-10,1.28571E-06,4.69E-06,-2.18E-08,3.73E-09,4.68564E-06,0.27439401,0.04547266,0.16572031,,,,,,
463,0.212,1100,3.00E-06,2014,0.004,0.006,0.006,1.25664E-05,2.82744E-05,2.82744E-05,0,70,4.00E+02,1050,0.0006,0,1.5,0,2.35E-07,6.45E-07,1.85E-10,6.86731E-07,5.28E-06,-9.49E-09,-5.04E-09,5.28422E-06,0.129958737,0.054648163,0.186890648,,,,,,
464,0.212,1100,3.00E-06,2014,0.004,0.004,0.004,1.25664E-05,1.25664E-05,1.25664E-05,0,70,2.67E+02,1050,0.0006,0,1,0,2.64E-07,7.26E-07,-2.73E-11,7.72962E-07,1.87E-06,-3.71E-09,-5.52E-10,1.86589E-06,0.414258494,0.061510245,0.148482761,,,,,,
465,0.212,1100,3.00E-06,2014,0.008,0.008,0.008,5.02656E-05,5.02656E-05,5.02656E-05,0,50,5.33E+02,1050,0.0006,0,1,0,1.19E-06,1.66E-06,-5.02E-10,2.04555E-06,8.59E-06,-4.46E-08,-2.49E-09,8.59428E-06,0.238013068,0.04069483,0.170977291,,,,,,
466,0.212,1100,3.00E-06,2014,0.006,0.008,0.008,2.82744E-05,5.02656E-05,5.02656E-05,0,50,5.33E+02,1050,0.0006,0,1.333333333,0,9.60E-07,1.22E-06,1.39E-10,1.55179E-06,9.08E-06,-3.24E-08,2.74E-09,9.08158E-06,0.170872689,0.054883347,0.180671838,,,,,,
467,0.212,1100,3.00E-06,2014,0.004,0.008,0.008,1.25664E-05,5.02656E-05,5.02656E-05,0,50,5.33E+02,1050,0.0006,0,2,0,4.45E-07,5.33E-07,2.70E-10,6.94548E-07,9.94E-06,-1.36E-08,1.09E-09,9.93987E-06,0.069874922,0.055270212,0.197746954,,,,,,
468,0.212,1100,3.00E-06,2014,0.002,0.008,0.008,3.1416E-06,5.02656E-05,5.02656E-05,0,50,5.33E+02,1050,0.0006,0,4,0,4.44E-08,5.32E-08,2.42E-11,6.92838E-08,1.06E-05,-5.66E-09,-2.61E-09,1.05638E-05,0.006558604,0.022053665,0.210159669,,,,,,
469,0.212,1100,3.00E-06,2014,0.006,0.006,0.006,2.82744E-05,2.82744E-05,2.82744E-05,0,50,4.00E+02,1050,0.0006,0,1,0,8.94E-07,1.12E-06,6.97E-10,1.43328E-06,4.54E-06,-1.93E-08,-6.73E-10,4.53773E-06,0.315857438,0.050691655,0.160489034,,,,,,
470,0.212,1100,3.00E-06,2014,0.004,0.006,0.006,1.25664E-05,2.82744E-05,2.82744E-05,0,50,4.00E+02,1050,0.0006,0,1.5,0,4.95E-07,5.91E-07,6.96E-10,7.71412E-07,5.20E-06,-1.41E-08,1.85E-09,5.20035E-06,0.148338557,0.061386901,0.183924311,,,,,,
471,0.212,1100,3.00E-06,2014,0.004,0.004,0.004,1.25664E-05,1.25664E-05,1.25664E-05,0,50,2.67E+02,1050,0.0006,0,1,0,5.46E-07,6.52E-07,-1.54E-09,8.5057E-07,1.79E-06,-4.42E-09,1.76E-09,1.78783E-06,0.475756458,0.067686045,0.142270366,,,,,,
472,0.212,1100,3.00E-06,2014,0.008,0.008,0.008,5.02656E-05,5.02656E-05,5.02656E-05,0,110,5.33E+02,1050,0.0006,0,1,0,-7.01E-07,1.61E-06,6.14E-10,1.75386E-06,8.88E-06,-3.28E-08,2.90E-09,8.88235E-06,0.197453986,0.034891767,0.176708346,,,,,,
473,0.212,1100,3.00E-06,2014,0.006,0.008,0.008,2.82744E-05,5.02656E-05,5.02656E-05,0,110,5.33E+02,1050,0.0006,0,1.333333333,0,-4.45E-07,1.15E-06,-1.43E-09,1.23712E-06,9.40E-06,-2.20E-08,7.98E-09,9.39567E-06,0.131669486,0.043754171,0.186920463,,,,,,
474,0.212,1100,3.00E-06,2014,0.004,0.008,0.008,1.25664E-05,5.02656E-05,5.02656E-05,0,110,5.33E+02,1050,0.0006,0,2,0,-1.89E-07,5.19E-07,-4.72E-10,5.51953E-07,1.01E-05,-1.32E-08,7.73E-10,1.0083E-05,0.054740853,0.043922882,0.200594615,,,,,,
475,0.212,1100,3.00E-06,2014,0.002,0.008,0.008,3.1416E-06,5.02656E-05,5.02656E-05,0,110,5.33E+02,1050,0.0006,0,4,0,-2.33E-08,6.37E-08,1.69E-10,6.77959E-08,1.06E-05,7.95E-09,-1.26E-09,1.05665E-05,0.006416114,0.021580049,0.210213408,,,,,,
476,0.212,1100,3.00E-06,2014,0.006,0.006,0.006,2.82744E-05,2.82744E-05,2.82744E-05,0,110,4.00E+02,1050,0.0006,0,1,0,-4.22E-07,1.12E-06,-2.22E-10,1.19855E-06,4.77E-06,-2.16E-08,-2.62E-09,4.77155E-06,0.251186483,0.04238989,0.168758644,,,,,,
477,0.212,1100,3.00E-06,2014,0.004,0.006,0.006,1.25664E-05,2.82744E-05,2.82744E-05,0,110,4.00E+02,1050,0.0006,0,1.5,0,-2.18E-07,5.99E-07,6.14E-10,6.37686E-07,5.33E-06,-4.87E-09,1.54E-09,5.33323E-06,0.119568304,0.050745286,0.188624071,,,,,,
478,0.212,1100,3.00E-06,2014,0.004,0.004,0.004,1.25664E-05,1.25664E-05,1.25664E-05,0,110,2.67E+02,1050,0.0006,0,1,0,-2.49E-07,6.83E-07,-2.90E-10,7.27415E-07,1.91E-06,-2.44E-09,1.48E-10,1.91024E-06,0.380797643,0.05788575,0.152011838,,,,,,
479,0.212,1100,3.00E-06,2014,0.004,0.004,0.004,1.25664E-05,1.25664E-05,1.25664E-05,0,130,2.67E+02,1050,0.0006,0,1,0,-2.49E-07,6.83E-07,-2.90E-10,7.27415E-07,1.91E-06,-2.44E-09,1.48E-10,1.91024E-06,0.380797643,0.05788575,0.152011838,,,,,,
480,0.212,1100,3.00E-06,2014,0.008,0.008,0.008,5.02656E-05,5.02656E-05,5.02656E-05,0,130,5.33E+02,1050,0.0006,0,1,0,-1.29E-06,1.39E-06,2.03E-10,1.89458E-06,8.74E-06,-2.75E-08,-4.11E-09,8.74099E-06,0.216746758,0.037691426,0.173896147,,,,,,
481,0.212,1100,3.00E-06,2014,0.006,0.008,0.008,2.82744E-05,5.02656E-05,5.02656E-05,0,130,5.33E+02,1050,0.0006,0,1.333333333,0,-8.56E-07,9.82E-07,-1.11E-09,1.30314E-06,9.33E-06,-1.70E-08,1.61E-09,9.33066E-06,0.139661683,0.046088867,0.185627061,,,,,,
482,0.212,1100,3.00E-06,2014,0.004,0.008,0.008,1.25664E-05,5.02656E-05,5.02656E-05,0,130,5.33E+02,1050,0.0006,0,2,0,-3.72E-07,4.44E-07,9.94E-10,5.79058E-07,1.01E-05,-1.81E-08,-2.31E-09,1.00525E-05,0.05760324,0.046079825,0.199987993,,,,,,
483,0.212,1100,3.00E-06,2014,0.002,0.008,0.008,3.1416E-06,5.02656E-05,5.02656E-05,0,130,5.33E+02,1050,0.0006,0,4,0,-4.75E-08,5.68E-08,2.54E-10,7.40964E-08,1.06E-05,-1.28E-08,2.31E-09,1.05602E-05,0.007016569,0.023585572,0.210088171,,,,,,
484,0.212,1100,3.00E-06,2014,0.006,0.006,0.006,2.82744E-05,2.82744E-05,2.82744E-05,0,130,4.00E+02,1050,0.0006,0,1,0,-8.25E-07,9.63E-07,-2.43E-09,1.26825E-06,4.70E-06,-1.63E-08,-3.80E-10,4.70262E-06,0.269689974,0.044855027,0.166320706,,,,,,
485,0.212,1100,3.00E-06,2014,0.004,0.006,0.006,1.25664E-05,2.82744E-05,2.82744E-05,0,130,4.00E+02,1050,0.0006,0,1.5,0,-4.21E-07,5.01E-07,1.38E-09,6.54299E-07,5.32E-06,-1.05E-08,-2.25E-09,5.31752E-06,0.123045888,0.052067344,0.188068385,,,,,,
486,0.212,1100,3.00E-06,2014,0.004,0.004,0.004,1.25664E-05,1.25664E-05,1.25664E-05,0,130,2.67E+02,1050,0.0006,0,1,0,-4.76E-07,5.66E-07,1.20E-10,7.3993E-07,1.90E-06,-2.87E-09,-1.48E-09,1.89732E-06,0.389986545,0.058881648,0.150983794,,,,,,
487,0.212,1100,3.00E-06,2014,0.004,0.004,0.004,1.25664E-05,1.25664E-05,1.25664E-05,0,150,2.67E+02,1050,0.0006,0,1,0,-4.76E-07,5.66E-07,1.20E-10,7.3993E-07,1.90E-06,-2.87E-09,-1.48E-09,1.89732E-06,0.389986545,0.058881648,0.150983794,,,,,,
488,0.212,1100,3.00E-06,2014,0.008,0.008,0.008,5.02656E-05,5.02656E-05,5.02656E-05,0,150,5.33E+02,1050,0.0006,0,1,0,-2.09E-06,1.10E-06,4.54E-09,2.36278E-06,8.27E-06,-2.27E-08,6.20E-10,8.27172E-06,0.285645965,0.04700598,0.164560281,,,,,,
489,0.212,1100,3.00E-06,2014,0.006,0.008,0.008,2.82744E-05,5.02656E-05,5.02656E-05,0,150,5.33E+02,1050,0.0006,0,1.333333333,0,-1.29E-06,7.17E-07,-1.10E-09,1.47939E-06,9.16E-06,-9.83E-09,2.35E-09,9.1554E-06,0.161587116,0.052322736,0.182140382,,,,,,
490,0.212,1100,3.00E-06,2014,0.004,0.008,0.008,1.25664E-05,5.02656E-05,5.02656E-05,0,150,5.33E+02,1050,0.0006,0,2,0,-5.63E-07,3.26E-07,1.25E-09,6.50763E-07,9.98E-06,-5.52E-09,-2.75E-09,9.98259E-06,0.065189766,0.05178594,0.198596891,,,,,,
491,0.212,1100,3.00E-06,2014,0.002,0.008,0.008,3.1416E-06,5.02656E-05,5.02656E-05,0,150,5.33E+02,1050,0.0006,0,4,0,-7.86E-08,4.55E-08,-1.01E-10,9.08148E-08,1.05E-05,-4.00E-10,-1.34E-09,1.05428E-05,0.008613921,0.028907197,0.209741853,,,,,,
492,0.212,1100,3.00E-06,2014,0.006,0.006,0.006,2.82744E-05,2.82744E-05,2.82744E-05,0,150,4.00E+02,1050,0.0006,0,1,0,-1.31E-06,7.36E-07,1.62E-09,1.50379E-06,4.47E-06,-2.32E-08,2.48E-09,4.46606E-06,0.336715376,0.053185615,0.157954221,,,,,,
493,0.212,1100,3.00E-06,2014,0.004,0.006,0.006,1.25664E-05,2.82744E-05,2.82744E-05,0,150,4.00E+02,1050,0.0006,0,1.5,0,-6.23E-07,3.59E-07,1.81E-10,7.19311E-07,5.25E-06,-5.95E-09,4.09E-10,5.24958E-06,0.137022578,0.057240853,0.185665598,,,,,,
494,0.212,1100,3.00E-06,2014,0.004,0.004,0.004,1.25664E-05,1.25664E-05,1.25664E-05,0,150,2.67E+02,1050,0.0006,0,1,0,-7.22E-07,4.16E-07,3.31E-10,8.32941E-07,1.81E-06,-5.27E-09,-6.19E-10,1.80551E-06,0.46133322,0.066283162,0.143677409,,,,,,
495,0.3,1100,3.00E-06,2014,0.008,0.008,0.008,5.02656E-05,5.02656E-05,5.02656E-05,0,90,7.54E+02,1050,0.0006,0,1,0,-1.92E-07,2.10E-06,-8.23E-09,2.11306E-06,1.29E-05,-3.63E-08,1.97E-09,1.29444E-05,0.163241729,0.04203786,0.25751908,,,,,,
496,0.3,1100,3.00E-06,2014,0.006,0.008,0.008,2.82744E-05,5.02656E-05,5.02656E-05,0,90,7.54E+02,1050,0.0006,0,1.333333333,0,-6.09E-08,1.60E-06,1.25E-09,1.59998E-06,1.35E-05,-3.02E-08,-2.93E-09,1.34504E-05,0.118953756,0.056587573,0.267587262,,,,,,
497,0.3,1100,3.00E-06,2014,0.004,0.008,0.008,1.25664E-05,5.02656E-05,5.02656E-05,0,90,7.54E+02,1050,0.0006,0,2,0,7.51E-10,7.54E-07,7.03E-10,7.54024E-07,1.43E-05,-1.18E-08,3.81E-09,1.42932E-05,0.052753996,0.060003159,0.284353621,,,,,,
498,0.3,1100,3.00E-06,2014,0.002,0.008,0.008,3.1416E-06,5.02656E-05,5.02656E-05,0,90,7.54E+02,1050,0.0006,0,4,0,7.65E-11,9.78E-08,-1.25E-10,9.78103E-08,1.49E-05,-2.91E-09,-1.38E-11,1.49476E-05,0.006543546,0.031133916,0.297372364,,,,,,
499,0.3,1100,3.00E-06,2014,0.006,0.006,0.006,2.82744E-05,2.82744E-05,2.82744E-05,0,90,5.66E+02,1050,0.0006,0,1,0,-4.49E-08,1.50E-06,2.01E-09,1.49651E-06,6.95E-06,-2.02E-08,-1.79E-09,6.95258E-06,0.215244747,0.052927958,0.245896631,,,,,,
500,0.3,1100,3.00E-06,2014,0.004,0.006,0.006,1.25664E-05,2.82744E-05,2.82744E-05,0,90,5.66E+02,1050,0.0006,0,1.5,0,6.65E-11,8.50E-07,-5.01E-10,8.49892E-07,7.60E-06,-1.52E-08,-3.05E-09,7.59802E-06,0.111857119,0.06763211,0.268724208,,,,,,
501,0.3,1100,3.00E-06,2014,0.004,0.004,0.004,1.25664E-05,1.25664E-05,1.25664E-05,0,90,3.77E+02,1050,0.0006,0,1,0,-2.67E-09,8.99E-07,5.53E-10,8.99008E-07,2.83E-06,-6.94E-09,2.09E-10,2.83325E-06,0.317306485,0.071540626,0.225462226,,,,,,
502,0.3,1100,3.00E-06,2014,0.008,0.008,0.008,5.02656E-05,5.02656E-05,5.02656E-05,0,70,7.54E+02,1050,0.0006,0,1,0,5.60E-07,2.13E-06,6.53E-09,2.19861E-06,1.29E-05,-4.08E-08,-3.08E-10,1.28579E-05,0.170993085,0.043739773,0.255798493,,,,,,
503,0.3,1100,3.00E-06,2014,0.006,0.008,0.008,2.82744E-05,5.02656E-05,5.02656E-05,0,70,7.54E+02,1050,0.0006,0,1.333333333,0,5.15E-07,1.64E-06,-4.57E-10,1.72254E-06,1.33E-05,-3.60E-08,4.39E-10,1.3327E-05,0.129251049,0.060922072,0.26513259,,,,,,
504,0.3,1100,3.00E-06,2014,0.004,0.008,0.008,1.25664E-05,5.02656E-05,5.02656E-05,0,70,7.54E+02,1050,0.0006,0,2,0,2.79E-07,7.70E-07,1.58E-10,8.19484E-07,1.42E-05,-1.04E-08,2.09E-09,1.42285E-05,0.057594553,0.065212337,0.28306643,,,,,,
505,0.3,1100,3.00E-06,2014,0.002,0.008,0.008,3.1416E-06,5.02656E-05,5.02656E-05,0,70,7.54E+02,1050,0.0006,0,4,0,3.40E-08,9.44E-08,-5.54E-11,1.00286E-07,1.49E-05,-9.10E-09,8.38E-10,1.49466E-05,0.006709637,0.031922039,0.297352519,,,,,,
506,0.3,1100,3.00E-06,2014,0.006,0.006,0.006,2.82744E-05,2.82744E-05,2.82744E-05,0,70,5.66E+02,1050,0.0006,0,1,0,4.92E-07,1.50E-06,1.30E-09,1.58206E-06,6.87E-06,-2.52E-08,4.72E-09,6.86792E-06,0.230355481,0.055953885,0.242902341,,,,,,
507,0.3,1100,3.00E-06,2014,0.004,0.006,0.006,1.25664E-05,2.82744E-05,2.82744E-05,0,70,5.66E+02,1050,0.0006,0,1.5,0,3.08E-07,8.49E-07,3.29E-10,9.03482E-07,7.55E-06,-1.30E-08,-5.95E-09,7.5455E-06,0.119737734,0.071896605,0.266866976,,,,,,
508,0.3,1100,3.00E-06,2014,0.004,0.004,0.004,1.25664E-05,1.25664E-05,1.25664E-05,0,70,3.77E+02,1050,0.0006,0,1,0,3.23E-07,8.91E-07,2.74E-10,9.47722E-07,2.79E-06,-7.18E-09,-1.00E-10,2.78602E-06,0.340170484,0.075417106,0.221703849,,,,,,
509,0.3,1100,3.00E-06,2014,0.008,0.008,0.008,5.02656E-05,5.02656E-05,5.02656E-05,0,50,7.54E+02,1050,0.0006,0,1,0,1.39E-06,1.99E-06,-8.03E-09,2.42858E-06,1.26E-05,-5.20E-08,1.41E-10,1.26282E-05,0.192313889,0.048314943,0.25122961,,,,,,
510,0.3,1100,3.00E-06,2014,0.006,0.008,0.008,2.82744E-05,5.02656E-05,5.02656E-05,0,50,7.54E+02,1050,0.0006,0,1.333333333,0,1.21E-06,1.57E-06,5.58E-10,1.98293E-06,1.31E-05,-3.69E-08,1.32E-09,1.3065E-05,0.151774825,0.070131668,0.259918359,,,,,,
511,0.3,1100,3.00E-06,2014,0.004,0.008,0.008,1.25664E-05,5.02656E-05,5.02656E-05,0,50,7.54E+02,1050,0.0006,0,2,0,6.24E-07,7.52E-07,7.47E-10,9.76798E-07,1.41E-05,-1.65E-08,-8.79E-10,1.40713E-05,0.069417698,0.077730927,0.279939158,,,,,,
512,0.3,1100,3.00E-06,2014,0.002,0.008,0.008,3.1416E-06,5.02656E-05,5.02656E-05,0,50,7.54E+02,1050,0.0006,0,4,0,6.82E-08,8.17E-08,-4.73E-11,1.06484E-07,1.49E-05,-5.64E-09,-2.54E-09,1.494E-05,0.007127435,0.033894795,0.297221187,,,,,,
513,0.3,1100,3.00E-06,2014,0.006,0.006,0.006,2.82744E-05,2.82744E-05,2.82744E-05,0,50,5.66E+02,1050,0.0006,0,1,0,1.08E-06,1.39E-06,-1.15E-09,1.7635E-06,6.69E-06,-2.30E-08,-1.33E-10,6.68631E-06,0.263747697,0.062370865,0.236479277,,,,,,
514,0.3,1100,3.00E-06,2014,0.004,0.006,0.006,1.25664E-05,2.82744E-05,2.82744E-05,0,50,5.66E+02,1050,0.0006,0,1.5,0,6.59E-07,7.92E-07,9.58E-10,1.02999E-06,7.42E-06,-1.46E-08,3.37E-09,7.41964E-06,0.138819878,0.081964036,0.262415302,,,,,,
515,0.3,1100,3.00E-06,2014,0.004,0.004,0.004,1.25664E-05,1.25664E-05,1.25664E-05,0,50,3.77E+02,1050,0.0006,0,1,0,6.76E-07,8.11E-07,-2.40E-09,1.05607E-06,2.68E-06,-8.15E-09,2.97E-09,2.67721E-06,0.394466802,0.084039348,0.213045427,,,,,,
516,0.3,1100,3.00E-06,2014,0.008,0.008,0.008,5.02656E-05,5.02656E-05,5.02656E-05,0,110,7.54E+02,1050,0.0006,0,1,0,-8.94E-07,1.94E-06,6.67E-09,2.13626E-06,1.29E-05,-3.65E-08,4.12E-09,1.29168E-05,0.165386786,0.042499446,0.25697002,,,,,,
517,0.3,1100,3.00E-06,2014,0.006,0.008,0.008,2.82744E-05,5.02656E-05,5.02656E-05,0,110,7.54E+02,1050,0.0006,0,1.333333333,0,-5.91E-07,1.46E-06,-1.46E-09,1.57329E-06,1.35E-05,-2.71E-08,8.87E-09,1.34736E-05,0.116767733,0.055643454,0.268048731,,,,,,
518,0.3,1100,3.00E-06,2014,0.004,0.008,0.008,1.25664E-05,5.02656E-05,5.02656E-05,0,110,7.54E+02,1050,0.0006,0,2,0,-2.53E-07,6.96E-07,-4.46E-10,7.40169E-07,1.43E-05,-1.68E-08,1.03E-09,1.43085E-05,0.051729293,0.058900647,0.284658094,,,,,,
519,0.3,1100,3.00E-06,2014,0.002,0.008,0.008,3.1416E-06,5.02656E-05,5.02656E-05,0,110,7.54E+02,1050,0.0006,0,4,0,-3.46E-08,9.47E-08,2.00E-10,1.00877E-07,1.49E-05,8.92E-09,-2.28E-09,1.49468E-05,0.006749071,0.032110083,0.297356499,,,,,,
520,0.3,1100,3.00E-06,2014,0.006,0.006,0.006,2.82744E-05,2.82744E-05,2.82744E-05,0,110,5.66E+02,1050,0.0006,0,1,0,-5.41E-07,1.38E-06,2.11E-09,1.48096E-06,6.97E-06,-2.38E-08,-3.35E-09,6.96735E-06,0.212556899,0.052378074,0.246419074,,,,,,
521,0.3,1100,3.00E-06,2014,0.004,0.006,0.006,1.25664E-05,2.82744E-05,2.82744E-05,0,110,5.66E+02,1050,0.0006,0,1.5,0,-2.84E-07,7.80E-07,6.28E-10,8.30082E-07,7.62E-06,-7.09E-09,3.91E-09,7.61864E-06,0.108953988,0.066055647,0.269453792,,,,,,
522,0.3,1100,3.00E-06,2014,0.004,0.004,0.004,1.25664E-05,1.25664E-05,1.25664E-05,0,110,3.77E+02,1050,0.0006,0,1,0,-3.06E-07,8.38E-07,-4.97E-10,8.92211E-07,2.84E-06,-5.24E-09,4.68E-10,2.83992E-06,0.314167201,0.070999749,0.225993513,,,,,,
523,0.3,1100,3.00E-06,2014,0.004,0.004,0.004,1.25664E-05,1.25664E-05,1.25664E-05,0,130,3.77E+02,1050,0.0006,0,1,0,-3.06E-07,8.38E-07,-4.97E-10,8.92211E-07,2.84E-06,-5.24E-09,4.68E-10,2.83992E-06,0.314167201,0.070999749,0.225993513,,,,,,
